,id,val,Node,Channel,Value,is_posted,create_ts,sent_ts,State ,rolling_avg,pred
6701,4432611,1603287854, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,0.02,Idle,0.1249999999999988,Idle
6702,4432620,1603287855, EC4N0003, A2,0.13,0,2020-10-21 13:44:00,-0.04,Idle,0.1199999999999988,Idle
6703,4432621,1603287855, EC4N0003, A0,0.09,0,2020-10-21 13:44:00,0.09,Idle,0.1174999999999988,Idle
6704,4432631,1603287856, EC4N0003, A2,0.18,0,2020-10-21 13:44:00,-0.06,Idle,0.1274999999999988,Idle
6705,4432632,1603287856, EC4N0003, A0,0.12,0,2020-10-21 13:44:00,0.01,Idle,0.1299999999999988,Idle
6706,4432633,1603287856, EC4N0003, A1,0.13,0,2020-10-21 13:44:00,-0.03,Idle,0.1299999999999988,Idle
6707,4432643,1603287857, EC4N0003, A0,0.1,0,2020-10-21 13:44:00,0.02,Idle,0.1324999999999988,Idle
6708,4432644,1603287857, EC4N0003, A1,0.12,0,2020-10-21 13:44:00,0.02,Idle,0.11749999999999881,Idle
6709,4432645,1603287857, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.01,Idle,0.1224999999999988,Idle
6710,4432654,1603287858, EC4N0003, A1,0.13,0,2020-10-21 13:44:00,0.02,Idle,0.1224999999999988,Idle
6711,4432655,1603287858, EC4N0003, A2,0.15,0,2020-10-21 13:44:00,-0.02,Idle,0.13499999999999882,Idle
6712,4432664,1603287859, EC4N0003, A1,0.13,0,2020-10-21 13:44:00,0.01,Idle,0.13749999999999882,Idle
6713,4432665,1603287859, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.03,Idle,0.13749999999999882,Idle
6714,4432666,1603287859, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,0.02,Idle,0.1324999999999988,Idle
6715,4432676,1603287860, EC4N0003, A2,0.13,0,2020-10-21 13:44:00,-0.02,Idle,0.1274999999999988,Idle
6716,4432677,1603287860, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,-0.01,Idle,0.1224999999999988,Idle
6717,4432678,1603287860, EC4N0003, A1,0.1,0,2020-10-21 13:44:00,0.01,Idle,0.1124999999999988,Idle
6718,4432688,1603287861, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,0.0,Idle,0.1124999999999988,Idle
6719,4432689,1603287861, EC4N0003, A1,0.11,0,2020-10-21 13:44:00,0.0,Idle,0.10749999999999879,Idle
6720,4432699,1603287862, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,0.0,Idle,0.10749999999999879,Idle
6721,4432700,1603287862, EC4N0003, A1,0.11,0,2020-10-21 13:44:00,0.04,Idle,0.1099999999999988,Idle
6722,4432701,1603287862, EC4N0003, A2,0.15,0,2020-10-21 13:44:00,-0.03,Idle,0.1199999999999988,Idle
6723,4432710,1603287863, EC4N0003, A1,0.12,0,2020-10-21 13:44:00,0.03,Idle,0.1224999999999988,Idle
6724,4432711,1603287863, EC4N0003, A2,0.15,0,2020-10-21 13:44:00,-0.04,Idle,0.1324999999999988,Idle
6725,4432712,1603287863, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,0.05,Idle,0.1324999999999988,Idle
6726,4432721,1603287864, EC4N0003, A2,0.16,0,2020-10-21 13:44:00,-0.04,Idle,0.13499999999999882,Idle
6727,4432722,1603287864, EC4N0003, A0,0.12,0,2020-10-21 13:44:00,0.02,Idle,0.13499999999999882,Idle
6728,4432731,1603287865, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.05,Idle,0.1324999999999988,Idle
6729,4432732,1603287865, EC4N0003, A0,0.09,0,2020-10-21 13:44:00,0.03,Idle,0.1274999999999988,Idle
6730,4432733,1603287865, EC4N0003, A1,0.12,0,2020-10-21 13:44:00,-0.01,Idle,0.1174999999999988,Idle
6731,4432739,1603287866, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,-0.01,Idle,0.1149999999999988,Idle
6732,4432740,1603287866, EC4N0003, A1,0.1,0,2020-10-21 13:44:00,0.04,Idle,0.10499999999999879,Idle
6733,4432749,1603287867, EC4N0003, A0,0.14,0,2020-10-21 13:44:00,-0.03,Idle,0.1174999999999988,Idle
6734,4432750,1603287867, EC4N0003, A1,0.11,0,2020-10-21 13:44:00,0.03,Idle,0.1149999999999988,Idle
6735,4432751,1603287867, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.03,Idle,0.1224999999999988,Idle
6736,4432760,1603287868, EC4N0003, A1,0.11,0,2020-10-21 13:44:00,0.05,Idle,0.1249999999999988,Idle
6737,4432761,1603287868, EC4N0003, A2,0.16,0,2020-10-21 13:44:00,-0.01,Idle,0.1299999999999988,Idle
6738,4432762,1603287868, EC4N0003, A0,0.15,0,2020-10-21 13:44:00,-0.01,Idle,0.13999999999999882,Idle
6739,4432772,1603287869, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.03,Idle,0.13999999999999882,Idle
6740,4432773,1603287869, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,0.04,Idle,0.13999999999999882,Idle
6741,4432783,1603287870, EC4N0003, A2,0.15,0,2020-10-21 13:44:00,-0.03,Idle,0.13749999999999882,Idle
6742,4432784,1603287870, EC4N0003, A0,0.12,0,2020-10-21 13:44:00,-0.01,Idle,0.1299999999999988,Idle
6743,4432785,1603287870, EC4N0003, A1,0.11,0,2020-10-21 13:44:00,0.01,Idle,0.1224999999999988,Idle
6744,4432794,1603287871, EC4N0003, A0,0.12,0,2020-10-21 13:44:00,-0.02,Idle,0.1249999999999988,Idle
6745,4432795,1603287871, EC4N0003, A1,0.1,0,2020-10-21 13:44:00,0.05,Idle,0.1124999999999988,Idle
6746,4432796,1603287871, EC4N0003, A2,0.15,0,2020-10-21 13:44:00,-0.03,Idle,0.1199999999999988,Idle
6747,4432805,1603287872, EC4N0003, A1,0.12,0,2020-10-21 13:44:00,0.02,Idle,0.1224999999999988,Idle
6748,4432806,1603287872, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.04,Idle,0.1274999999999988,Idle
6749,4432815,1603287873, EC4N0003, A1,0.1,0,2020-10-21 13:44:00,0.04,Idle,0.1274999999999988,Idle
6750,4432816,1603287873, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.02,Idle,0.1249999999999988,Idle
6751,4432817,1603287873, EC4N0003, A0,0.12,0,2020-10-21 13:44:00,0.02,Idle,0.1249999999999988,Idle
6752,4432827,1603287874, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.05,Idle,0.1249999999999988,Idle
6753,4432828,1603287874, EC4N0003, A0,0.09,0,2020-10-21 13:44:00,0.09,Idle,0.1224999999999988,Idle
6754,4432838,1603287875, EC4N0003, A2,0.18,0,2020-10-21 13:44:00,-0.06,Idle,0.1324999999999988,Idle
6755,4432839,1603287875, EC4N0003, A0,0.12,0,2020-10-21 13:44:00,-0.01,Idle,0.1324999999999988,Idle
6756,4432840,1603287875, EC4N0003, A1,0.11,0,2020-10-21 13:44:00,0.0,Idle,0.1249999999999988,Idle
6757,4432850,1603287876, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,-0.01,Idle,0.1299999999999988,Idle
6758,4432851,1603287876, EC4N0003, A1,0.1,0,2020-10-21 13:44:00,0.04,Idle,0.10999999999999881,Idle
6759,4432852,1603287876, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.02,Idle,0.1149999999999988,Idle
6760,4432861,1603287877, EC4N0003, A1,0.12,0,2020-10-21 13:44:00,0.03,Idle,0.1174999999999988,Idle
6761,4432862,1603287877, EC4N0003, A2,0.15,0,2020-10-21 13:44:00,-0.05,Idle,0.1274999999999988,Idle
6762,4432871,1603287878, EC4N0003, A1,0.1,0,2020-10-21 13:44:00,0.07,Idle,0.1274999999999988,Idle
6763,4432872,1603287878, EC4N0003, A2,0.17,0,2020-10-21 13:44:00,-0.06,Idle,0.13499999999999882,Idle
6764,4432873,1603287878, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,0.03,Idle,0.1324999999999988,Idle
6765,4432882,1603287879, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.03,Idle,0.1299999999999988,Idle
6766,4432883,1603287879, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,0.0,Idle,0.1324999999999988,Idle
6767,4432884,1603287879, EC4N0003, A1,0.11,0,2020-10-21 13:44:00,-0.02,Idle,0.1174999999999988,Idle
6768,4432894,1603287880, EC4N0003, A0,0.09,0,2020-10-21 13:44:00,0.02,Idle,0.1124999999999988,Idle
6769,4432895,1603287880, EC4N0003, A1,0.11,0,2020-10-21 13:44:00,-0.01,Idle,0.10499999999999879,Idle
6770,4432905,1603287881, EC4N0003, A0,0.1,0,2020-10-21 13:44:00,0.01,Idle,0.10249999999999879,Idle
6771,4432906,1603287881, EC4N0003, A1,0.11,0,2020-10-21 13:44:00,0.03,Idle,0.10249999999999879,Idle
6772,4432907,1603287881, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.03,Idle,0.1149999999999988,Idle
6773,4432916,1603287882, EC4N0003, A1,0.11,0,2020-10-21 13:44:00,0.03,Idle,0.1149999999999988,Idle
6774,4432917,1603287882, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,0.0,Idle,0.1249999999999988,Idle
6775,4432927,1603287883, EC4N0003, A1,0.14,0,2020-10-21 13:44:00,0.01,Idle,0.1324999999999988,Idle
6776,4432928,1603287883, EC4N0003, A2,0.15,0,2020-10-21 13:44:00,-0.02,Idle,0.13499999999999882,Idle
6777,4432929,1603287883, EC4N0003, A0,0.13,0,2020-10-21 13:44:00,0.01,Idle,0.13999999999999882,Idle
6778,4432939,1603287884, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.03,Idle,0.13999999999999882,Idle
6779,4432940,1603287884, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,0.0,Idle,0.1324999999999988,Idle
6780,4432941,1603287884, EC4N0003, A1,0.11,0,2020-10-21 13:44:00,-0.02,Idle,0.1224999999999988,Idle
6781,4432950,1603287885, EC4N0003, A0,0.09,0,2020-10-21 13:44:00,0.01,Idle,0.1124999999999988,Idle
6782,4432951,1603287885, EC4N0003, A1,0.1,0,2020-10-21 13:44:00,0.01,Idle,0.10249999999999879,Idle
6783,4432959,1603287886, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,0.0,Idle,0.10249999999999879,Idle
6784,4432960,1603287886, EC4N0003, A1,0.11,0,2020-10-21 13:44:00,0.03,Idle,0.10249999999999879,Idle
6785,4432961,1603287886, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.02,Idle,0.1149999999999988,Idle
6786,4432970,1603287887, EC4N0003, A1,0.12,0,2020-10-21 13:44:00,0.04,Idle,0.1199999999999988,Idle
6787,4432971,1603287887, EC4N0003, A2,0.16,0,2020-10-21 13:44:00,-0.05,Idle,0.1324999999999988,Idle
6788,4432972,1603287887, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,0.04,Idle,0.1324999999999988,Idle
6789,4432982,1603287888, EC4N0003, A2,0.15,0,2020-10-21 13:44:00,-0.04,Idle,0.13499999999999882,Idle
6790,4432983,1603287888, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,0.03,Idle,0.1324999999999988,Idle
6791,4432993,1603287889, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.03,Idle,0.1274999999999988,Idle
6792,4432994,1603287889, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,0.0,Idle,0.1274999999999988,Idle
6793,4432995,1603287889, EC4N0003, A1,0.11,0,2020-10-21 13:44:00,0.02,Idle,0.1174999999999988,Idle
6794,4433005,1603287890, EC4N0003, A0,0.13,0,2020-10-21 13:44:00,-0.03,Idle,0.1224999999999988,Idle
6795,4433006,1603287890, EC4N0003, A1,0.1,0,2020-10-21 13:44:00,0.03,Idle,0.1124999999999988,Idle
6796,4433017,1603287891, EC4N0003, A0,0.13,0,2020-10-21 13:44:00,0.0,Idle,0.1174999999999988,Idle
6797,4433018,1603287891, EC4N0003, A1,0.13,0,2020-10-21 13:44:00,0.01,Idle,0.1224999999999988,Idle
6798,4433019,1603287891, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.03,Idle,0.1249999999999988,Idle
6799,4433029,1603287892, EC4N0003, A1,0.11,0,2020-10-21 13:44:00,0.05,Idle,0.1274999999999988,Idle
6800,4433030,1603287892, EC4N0003, A2,0.16,0,2020-10-21 13:44:00,-0.04,Idle,0.13499999999999882,Idle
6801,4433031,1603287892, EC4N0003, A0,0.12,0,2020-10-21 13:44:00,0.03,Idle,0.1324999999999988,Idle
6802,4433040,1603287893, EC4N0003, A2,0.15,0,2020-10-21 13:44:00,-0.04,Idle,0.13499999999999882,Idle
6803,4433041,1603287893, EC4N0003, A0,0.11,0,2020-10-21 13:44:00,-0.01,Idle,0.13499999999999882,Idle
6804,4433051,1603287895, EC4N0003, A0,0.1,0,2020-10-21 13:44:00,0.02,Idle,0.1199999999999988,Idle
6805,4433052,1603287895, EC4N0003, A1,0.12,0,2020-10-21 13:44:00,0.0,Idle,0.1199999999999988,Idle
6806,4433061,1603287896, EC4N0003, A0,0.12,0,2020-10-21 13:44:00,-0.02,Idle,0.1124999999999988,Idle
6807,4433062,1603287896, EC4N0003, A1,0.1,0,2020-10-21 13:44:00,0.04,Idle,0.1099999999999988,Idle
6808,4433063,1603287896, EC4N0003, A2,0.14,0,2020-10-21 13:44:00,-0.03,Idle,0.1199999999999988,Idle
6809,4433073,1603287897, EC4N0003, A1,0.11,0,2020-10-21 13:44:00,0.02,Idle,0.1174999999999988,Idle
6810,4433074,1603287897, EC4N0003, A2,0.13,0,2020-10-21 13:44:00,-0.03,Idle,0.1199999999999988,Idle
6811,4433084,1603287898, EC4N0003, A1,0.1,0,2020-10-21 13:44:00,0.05,Idle,0.1199999999999988,Idle
6812,4433085,1603287898, EC4N0003, A2,0.15,0,2020-10-21 13:44:00,-0.02,Idle,0.1224999999999988,Idle
6813,4433086,1603287898, EC4N0003, A0,0.13,0,2020-10-21 13:44:00,0.02,Idle,0.1274999999999988,Idle
6814,4433096,1603287899, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.04,Idle,0.1324999999999988,Idle
6815,4433097,1603287899, EC4N0003, A0,0.11,0,2020-10-21 13:45:00,0.01,Idle,0.13499999999999882,Idle
6816,4433098,1603287899, EC4N0003, A1,0.12,0,2020-10-21 13:45:00,0.02,Idle,0.1274999999999988,Idle
6817,4433106,1603287900, EC4N0003, A0,0.14,0,2020-10-21 13:45:00,-0.03,Idle,0.1299999999999988,Idle
6818,4433107,1603287900, EC4N0003, A1,0.11,0,2020-10-21 13:45:00,0.0,Idle,0.1199999999999988,Idle
6819,4433115,1603287901, EC4N0003, A0,0.11,0,2020-10-21 13:45:00,-0.01,Idle,0.1199999999999988,Idle
6820,4433116,1603287901, EC4N0003, A1,0.1,0,2020-10-21 13:45:00,0.05,Idle,0.1149999999999988,Idle
6821,4433117,1603287901, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.02,Idle,0.1174999999999988,Idle
6822,4433127,1603287902, EC4N0003, A1,0.13,0,2020-10-21 13:45:00,0.0,Idle,0.1224999999999988,Idle
6823,4433128,1603287902, EC4N0003, A2,0.13,0,2020-10-21 13:45:00,0.03,Idle,0.1274999999999988,Idle
6824,4433138,1603287903, EC4N0003, A2,0.16,0,2020-10-21 13:45:00,-0.04,Idle,0.14249999999999882,Idle
6825,4433139,1603287903, EC4N0003, A0,0.12,0,2020-10-21 13:45:00,0.02,Idle,0.13499999999999882,Idle
6826,4433149,1603287904, EC4N0003, A2,0.14,0,2020-10-21 13:45:00,-0.04,Idle,0.13749999999999882,Idle
6827,4433150,1603287904, EC4N0003, A0,0.1,0,2020-10-21 13:45:00,0.02,Idle,0.1299999999999988,Idle
6828,4433151,1603287904, EC4N0003, A1,0.12,0,2020-10-21 13:45:00,-0.01,Idle,0.1199999999999988,Idle
6829,4433160,1603287905, EC4N0003, A0,0.11,0,2020-10-21 13:45:00,0.0,Idle,0.1174999999999988,Idle
6830,4433161,1603287905, EC4N0003, A1,0.11,0,2020-10-21 13:45:00,0.0,Idle,0.1099999999999988,Idle
6831,4433170,1603287906, EC4N0003, A1,0.11,0,2020-10-21 13:45:00,0.03,Idle,0.1124999999999988,Idle
6832,4433171,1603287906, EC4N0003, A2,0.14,0,2020-10-21 13:45:00,-0.02,Idle,0.1174999999999988,Idle
6833,4433181,1603287907, EC4N0003, A1,0.12,0,2020-10-21 13:45:00,0.03,Idle,0.1199999999999988,Idle
6834,4433182,1603287907, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.05,Idle,0.1299999999999988,Idle
6835,4433183,1603287907, EC4N0003, A0,0.1,0,2020-10-21 13:45:00,0.05,Idle,0.1274999999999988,Idle
6836,4433192,1603287908, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.03,Idle,0.1299999999999988,Idle
6837,4433193,1603287908, EC4N0003, A0,0.12,0,2020-10-21 13:45:00,-0.02,Idle,0.1299999999999988,Idle
6838,4433194,1603287908, EC4N0003, A1,0.1,0,2020-10-21 13:45:00,0.02,Idle,0.1174999999999988,Idle
6839,4433204,1603287909, EC4N0003, A0,0.12,0,2020-10-21 13:45:00,-0.01,Idle,0.1224999999999988,Idle
6840,4433205,1603287909, EC4N0003, A1,0.11,0,2020-10-21 13:45:00,-0.01,Idle,0.1124999999999988,Idle
6841,4433214,1603287910, EC4N0003, A0,0.1,0,2020-10-21 13:45:00,0.02,Idle,0.10749999999999879,Idle
6842,4433215,1603287910, EC4N0003, A1,0.12,0,2020-10-21 13:45:00,0.05,Idle,0.1124999999999988,Idle
6843,4433216,1603287910, EC4N0003, A2,0.17,0,2020-10-21 13:45:00,-0.06,Idle,0.1249999999999988,Idle
6844,4433226,1603287911, EC4N0003, A1,0.11,0,2020-10-21 13:45:00,0.03,Idle,0.1249999999999988,Idle
6845,4433227,1603287911, EC4N0003, A2,0.14,0,2020-10-21 13:45:00,0.0,Idle,0.13499999999999882,Idle
6846,4433236,1603287912, EC4N0003, A2,0.14,0,2020-10-21 13:45:00,-0.04,Idle,0.13999999999999882,Idle
6847,4433237,1603287912, EC4N0003, A0,0.1,0,2020-10-21 13:45:00,0.05,Idle,0.1224999999999988,Idle
6848,4433247,1603287913, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.03,Idle,0.1324999999999988,Idle
6849,4433248,1603287913, EC4N0003, A0,0.12,0,2020-10-21 13:45:00,-0.02,Idle,0.1274999999999988,Idle
6850,4433249,1603287913, EC4N0003, A1,0.1,0,2020-10-21 13:45:00,0.0,Idle,0.1174999999999988,Idle
6851,4433259,1603287914, EC4N0003, A0,0.1,0,2020-10-21 13:45:00,0.01,Idle,0.1174999999999988,Idle
6852,4433260,1603287914, EC4N0003, A1,0.11,0,2020-10-21 13:45:00,0.05,Idle,0.10749999999999879,Idle
6853,4433261,1603287914, EC4N0003, A2,0.16,0,2020-10-21 13:45:00,-0.06,Idle,0.1174999999999988,Idle
6854,4433271,1603287915, EC4N0003, A1,0.1,0,2020-10-21 13:45:00,0.05,Idle,0.1174999999999988,Idle
6855,4433272,1603287915, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.05,Idle,0.1299999999999988,Idle
6856,4433282,1603287916, EC4N0003, A1,0.1,0,2020-10-21 13:45:00,0.04,Idle,0.1274999999999988,Idle
6857,4433283,1603287916, EC4N0003, A2,0.14,0,2020-10-21 13:45:00,-0.04,Idle,0.1224999999999988,Idle
6858,4433284,1603287916, EC4N0003, A0,0.1,0,2020-10-21 13:45:00,0.05,Idle,0.1224999999999988,Idle
6859,4433292,1603287917, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.05,Idle,0.1224999999999988,Idle
6860,4433293,1603287917, EC4N0003, A0,0.1,0,2020-10-21 13:45:00,0.05,Idle,0.1224999999999988,Idle
6861,4433303,1603287918, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.04,Idle,0.1249999999999988,Idle
6862,4433304,1603287918, EC4N0003, A0,0.11,0,2020-10-21 13:45:00,0.0,Idle,0.1274999999999988,Idle
6863,4433305,1603287918, EC4N0003, A1,0.11,0,2020-10-21 13:45:00,0.01,Idle,0.1174999999999988,Idle
6864,4433315,1603287919, EC4N0003, A0,0.12,0,2020-10-21 13:45:00,0.01,Idle,0.1224999999999988,Idle
6865,4433316,1603287919, EC4N0003, A1,0.13,0,2020-10-21 13:45:00,0.01,Idle,0.1174999999999988,Idle
6866,4433317,1603287919, EC4N0003, A2,0.14,0,2020-10-21 13:45:00,-0.03,Idle,0.1249999999999988,Idle
6867,4433327,1603287920, EC4N0003, A1,0.11,0,2020-10-21 13:45:00,0.03,Idle,0.1249999999999988,Idle
6868,4433328,1603287920, EC4N0003, A2,0.14,0,2020-10-21 13:45:00,-0.03,Idle,0.1299999999999988,Idle
6869,4433338,1603287921, EC4N0003, A1,0.11,0,2020-10-21 13:45:00,0.03,Idle,0.1249999999999988,Idle
6870,4433339,1603287921, EC4N0003, A2,0.14,0,2020-10-21 13:45:00,-0.04,Idle,0.1249999999999988,Idle
6871,4433340,1603287921, EC4N0003, A0,0.1,0,2020-10-21 13:45:00,0.05,Idle,0.1224999999999988,Idle
6872,4433349,1603287922, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.04,Idle,0.1249999999999988,Idle
6873,4433350,1603287922, EC4N0003, A0,0.11,0,2020-10-21 13:45:00,0.0,Idle,0.1249999999999988,Idle
6874,4433360,1603287923, EC4N0003, A0,0.11,0,2020-10-21 13:45:00,-0.01,Idle,0.1174999999999988,Idle
6875,4433361,1603287923, EC4N0003, A1,0.1,0,2020-10-21 13:45:00,0.0,Idle,0.1174999999999988,Idle
6876,4433370,1603287924, EC4N0003, A0,0.1,0,2020-10-21 13:45:00,0.03,Idle,0.10499999999999879,Idle
6877,4433371,1603287924, EC4N0003, A1,0.13,0,2020-10-21 13:45:00,0.02,Idle,0.1099999999999988,Idle
6878,4433372,1603287924, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.03,Idle,0.1199999999999988,Idle
6879,4433382,1603287925, EC4N0003, A1,0.12,0,2020-10-21 13:45:00,0.02,Idle,0.1249999999999988,Idle
6880,4433383,1603287925, EC4N0003, A2,0.14,0,2020-10-21 13:45:00,-0.03,Idle,0.13499999999999882,Idle
6881,4433384,1603287925, EC4N0003, A0,0.11,0,2020-10-21 13:45:00,0.03,Idle,0.1299999999999988,Idle
6882,4433393,1603287926, EC4N0003, A2,0.14,0,2020-10-21 13:45:00,-0.03,Idle,0.1274999999999988,Idle
6883,4433394,1603287926, EC4N0003, A0,0.11,0,2020-10-21 13:45:00,0.05,Idle,0.1249999999999988,Idle
6884,4433403,1603287927, EC4N0003, A2,0.16,0,2020-10-21 13:45:00,-0.05,Idle,0.1299999999999988,Idle
6885,4433404,1603287927, EC4N0003, A0,0.11,0,2020-10-21 13:45:00,0.0,Idle,0.1299999999999988,Idle
6886,4433405,1603287927, EC4N0003, A1,0.11,0,2020-10-21 13:45:00,0.02,Idle,0.1224999999999988,Idle
6887,4433415,1603287928, EC4N0003, A0,0.13,0,2020-10-21 13:45:00,-0.03,Idle,0.1274999999999988,Idle
6888,4433416,1603287928, EC4N0003, A1,0.1,0,2020-10-21 13:45:00,0.01,Idle,0.1124999999999988,Idle
6889,4433426,1603287929, EC4N0003, A1,0.11,0,2020-10-21 13:45:00,0.04,Idle,0.1124999999999988,Idle
6890,4433427,1603287929, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.05,Idle,0.1224999999999988,Idle
6891,4433437,1603287930, EC4N0003, A1,0.1,0,2020-10-21 13:45:00,0.04,Idle,0.1149999999999988,Idle
6892,4433438,1603287930, EC4N0003, A2,0.14,0,2020-10-21 13:45:00,-0.02,Idle,0.1249999999999988,Idle
6893,4433439,1603287930, EC4N0003, A0,0.12,0,2020-10-21 13:45:00,0.01,Idle,0.1274999999999988,Idle
6894,4433447,1603287931, EC4N0003, A2,0.13,0,2020-10-21 13:45:00,-0.01,Idle,0.1224999999999988,Idle
6895,4433448,1603287931, EC4N0003, A0,0.12,0,2020-10-21 13:45:00,0.03,Idle,0.1274999999999988,Idle
6896,4433458,1603287932, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.05,Idle,0.1299999999999988,Idle
6897,4433459,1603287932, EC4N0003, A0,0.1,0,2020-10-21 13:45:00,0.0,Idle,0.1249999999999988,Idle
6898,4433460,1603287932, EC4N0003, A1,0.1,0,2020-10-21 13:45:00,0.0,Idle,0.1174999999999988,Idle
6899,4433470,1603287933, EC4N0003, A0,0.1,0,2020-10-21 13:45:00,0.0,Idle,0.1124999999999988,Idle
6900,4433471,1603287933, EC4N0003, A1,0.1,0,2020-10-21 13:45:00,0.04,Idle,0.09999999999999878,Idle
6901,4433472,1603287933, EC4N0003, A2,0.14,0,2020-10-21 13:45:00,-0.03,Idle,0.1099999999999988,Idle
6902,4433482,1603287934, EC4N0003, A1,0.11,0,2020-10-21 13:45:00,0.04,Idle,0.1124999999999988,Idle
6903,4433483,1603287934, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.05,Idle,0.1249999999999988,Idle
6904,4433492,1603287935, EC4N0003, A1,0.1,0,2020-10-21 13:45:00,0.05,Idle,0.1249999999999988,Idle
6905,4433493,1603287935, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.03,Idle,0.1274999999999988,Idle
6906,4433494,1603287935, EC4N0003, A0,0.12,0,2020-10-21 13:45:00,0.03,Idle,0.1299999999999988,Idle
6907,4433503,1603287936, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.05,Idle,0.1299999999999988,Idle
6908,4433504,1603287936, EC4N0003, A0,0.1,0,2020-10-21 13:45:00,0.02,Idle,0.1299999999999988,Idle
6909,4433514,1603287937, EC4N0003, A0,0.12,0,2020-10-21 13:45:00,-0.02,Idle,0.1224999999999988,Idle
6910,4433515,1603287937, EC4N0003, A1,0.1,0,2020-10-21 13:45:00,0.01,Idle,0.1174999999999988,Idle
6911,4433524,1603287938, EC4N0003, A0,0.11,0,2020-10-21 13:45:00,0.01,Idle,0.10749999999999879,Idle
6912,4433525,1603287938, EC4N0003, A1,0.12,0,2020-10-21 13:45:00,0.03,Idle,0.1124999999999988,Idle
6913,4433526,1603287938, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.03,Idle,0.1199999999999988,Idle
6914,4433535,1603287939, EC4N0003, A1,0.12,0,2020-10-21 13:45:00,0.02,Idle,0.1249999999999988,Idle
6915,4433536,1603287939, EC4N0003, A2,0.14,0,2020-10-21 13:45:00,-0.02,Idle,0.1324999999999988,Idle
6916,4433545,1603287940, EC4N0003, A1,0.12,0,2020-10-21 13:45:00,0.03,Idle,0.1324999999999988,Idle
6917,4433546,1603287940, EC4N0003, A2,0.15,0,2020-10-21 13:45:00,-0.04,Idle,0.1324999999999988,Idle
6918,4433547,1603287940, EC4N0003, A0,0.11,0,2020-10-21 13:45:00,0.03,Idle,0.1299999999999988,Idle
6919,4433556,1603287941, EC4N0003, A2,0.14,0,2020-10-21 13:45:00,-0.03,Idle,0.1299999999999988,Idle
6920,4433557,1603287941, EC4N0003, A0,0.11,0,2020-10-21 13:45:00,0.01,Idle,0.1274999999999988,Idle
6921,4433558,1603287941, EC4N0003, A1,0.12,0,2020-10-21 13:45:00,-0.01,Idle,0.1199999999999988,Idle
6922,4433568,1603287942, EC4N0003, A0,0.11,0,2020-10-21 13:45:00,0.0,Idle,0.1199999999999988,Idle
6923,4433569,1603287942, EC4N0003, A1,0.11,0,2020-10-21 13:45:00,0.02,Idle,0.1124999999999988,Idle
